Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer
3381625,10800.78125,-3824,2.3445738811,3504,2.1483752299,-15152,9.2900061312,0,3.1707317073,-52,0,9,-0.5487804878,5,-0.0217391304,-64,-0.2782608696,129,-0.6292682927
3382265,10820.3125,-3840,2.3543838136,3456,2.1189454323,-15168,9.2998160638,12,2.8048780488,-46,-0.7317073171,2,-0.1219512195,6,-0.0260869565,-64,-0.2782608696,128,-0.6243902439
3382905,10839.84375,-3856,2.3641937462,3552,2.1778050276,-15200,9.3194359289,2,2.9268292683,-48,-0.1219512195,-8,0.487804878,6,-0.0260869565,-69,-0.3,129,-0.6292682927
3383545,10859.375,-3872,2.3740036787,3632,2.2268546904,-15296,9.3782955242,2,2.9268292683,-48,-0.1219512195,-8,0.487804878,5,-0.0217391304,-64,-0.2782608696,128,-0.6243902439
3384185,10878.90625,-3872,2.3740036787,3552,2.1778050276,-15376,9.427345187,2,2.743902439,-45,-0.1219512195,-1,0.0609756098,5,-0.0217391304,-65,-0.2826086957,129,-0.6292682927
3384825,10898.4375,-3920,2.4034334764,3520,2.1581851625,-15232,9.339055794,2,2.743902439,-45,-0.1219512195,-1,0.0609756098,5,-0.0217391304,-64,-0.2782608696,127,-0.6195121951
3385465,10917.96875,-3984,2.4426732066,3552,2.1778050276,-15200,9.3194359289,-2,3.6585365854,-60,0.1219512195,-16,0.9756097561,6,-0.0260869565,-67,-0.2913043478,128,-0.6243902439
3386105,10937.5,-3904,2.3936235438,3584,2.1974248927,-15216,9.3292458614,-13,3.4756097561,-57,0.7926829268,-15,0.9146341463,7,-0.0304347826,-68,-0.2956521739,129,-0.6292682927
3386745,10957.03125,-3856,2.3641937462,3520,2.1581851625,-15184,9.3096259963,-13,3.4756097561,-57,0.7926829268,-15,0.9146341463,7,-0.0304347826,-65,-0.2826086957,128,-0.6243902439
3387385,10976.5625,-3888,2.3838136113,3552,2.1778050276,-15120,9.2703862661,44,2.1951219512,-36,-2.6829268293,11,-0.6707317073,6,-0.0260869565,-65,-0.2826086957,128,-0.6243902439
3388025,10996.09375,-4080,2.501532802,3568,2.1876149601,-15120,9.2703862661,44,2.1951219512,-36,-2.6829268293,11,-0.6707317073,5,-0.0217391304,-68,-0.2956521739,128,-0.6243902439
3388665,11015.625,-4112,2.5211526671,3568,2.1876149601,-15200,9.3194359289,4,1.8902439024,-31,-0.243902439,11,-0.6707317073,5,-0.0217391304,-67,-0.2913043478,128,-0.6243902439
3389305,11035.15625,-3840,2.3543838136,3424,2.0993255671,-15136,9.2801961987,-38,2.1951219512,-36,2.3170731707,8,-0.487804878,5,-0.0217391304,-65,-0.2826086957,129,-0.6292682927
3389945,11054.6875,-3744,2.2955242183,3488,2.1385652974,-15152,9.2900061312,-38,2.1951219512,-36,2.3170731707,8,-0.487804878,7,-0.0304347826,-66,-0.2869565217,127,-0.6195121951
3390585,11074.21875,-3840,2.3543838136,3568,2.1876149601,-15200,9.3194359289,23,1.7682926829,-29,-1.4024390244,13,-0.7926829268,4,-0.0173913043,-65,-0.2826086957,129,-0.6292682927
3391225,11093.75,-3872,2.3740036787,3552,2.1778050276,-15328,9.3979153893,12,1.5853658537,-26,-0.7317073171,-4,0.243902439,5,-0.0217391304,-66,-0.2869565217,127,-0.6195121951
3391865,11113.28125,-3824,2.3445738811,3520,2.1581851625,-15376,9.427345187,12,1.5853658537,-26,-0.7317073171,-4,0.243902439,3,-0.0130434783,-61,-0.2652173913,127,-0.6195121951
3392505,11132.8125,-3920,2.4034334764,3456,2.1189454323,-15280,9.3684855917,23,1.9512195122,-32,-1.4024390244,-1,0.0609756098,6,-0.0260869565,-63,-0.2739130435,127,-0.6195121951
3393145,11152.34375,-3984,2.4426732066,3520,2.1581851625,-15312,9.3881054568,23,1.9512195122,-32,-1.4024390244,-1,0.0609756098,4,-0.0173913043,-63,-0.2739130435,128,-0.6243902439
3393785,11171.875,-3920,2.4034334764,3536,2.167995095,-15376,9.427345187,-11,2.6219512195,-43,0.6707317073,-3,0.1829268293,4,-0.0173913043,-63,-0.2739130435,128,-0.6243902439
3394425,11191.40625,-3808,2.3347639485,3424,2.0993255671,-15312,9.3881054568,-7,2.6829268293,-44,0.4268292683,2,-0.1219512195,3,-0.0130434783,-59,-0.2565217391,127,-0.6195121951
3395065,11210.9375,-3824,2.3445738811,3424,2.0993255671,-15328,9.3979153893,-7,2.6829268293,-44,0.4268292683,2,-0.1219512195,6,-0.0260869565,-65,-0.2826086957,127,-0.6195121951
3395705,11230.46875,-3920,2.4034334764,3488,2.1385652974,-15232,9.339055794,42,2.5609756098,-42,-2.5609756098,6,-0.3658536585,4,-0.0173913043,-65,-0.2826086957,128,-0.6243902439
3396345,11250,-4080,2.501532802,3488,2.1385652974,-15216,9.3292458614,42,2.5609756098,-42,-2.5609756098,6,-0.3658536585,5,-0.0217391304,-64,-0.2782608696,127,-0.6195121951
3396985,11269.53125,-3840,2.3543838136,3552,2.1778050276,-15152,9.2900061312,-46,3.2926829268,-54,2.8048780488,-13,0.7926829268,3,-0.0130434783,-62,-0.2695652174,127,-0.6195121951
3397625,11289.0625,-3728,2.2857142857,3632,2.2268546904,-15136,9.2801961987,-25,3.2926829268,-54,1.5243902439,-28,1.7073170732,5,-0.0217391304,-68,-0.2956521739,127,-0.6195121951
3398265,11308.59375,-3840,2.3543838136,3520,2.1581851625,-15088,9.250766401,-25,3.2926829268,-54,1.5243902439,-28,1.7073170732,3,-0.0130434783,-63,-0.2739130435,128,-0.6243902439
3398905,11328.125,-3840,2.3543838136,3440,2.1091354997,-15184,9.3096259963,25,2.5,-41,-1.5243902439,-13,0.7926829268,5,-0.0217391304,-64,-0.2782608696,128,-0.6243902439
3399545,11347.65625,-3936,2.413243409,3504,2.1483752299,-15264,9.3586756591,25,2.5,-41,-1.5243902439,-13,0.7926829268,5,-0.0217391304,-65,-0.2826086957,127,-0.6195121951
3400185,11367.1875,-4032,2.4721030043,3552,2.1778050276,-15200,9.3194359289,36,2.5,-41,-2.1951219512,-8,0.487804878,4,-0.0173913043,-63,-0.2739130435,126,-0.6146341463
3400825,11386.71875,-4032,2.4721030043,3552,2.1778050276,-15184,9.3096259963,-25,2.6829268293,-44,1.5243902439,-6,0.3658536585,4,-0.0173913043,-60,-0.2608695652,128,-0.6243902439
3401465,11406.25,-3840,2.3543838136,3520,2.1581851625,-15296,9.3782955242,-25,2.6829268293,-44,1.5243902439,-6,0.3658536585,4,-0.0173913043,-64,-0.2782608696,127,-0.6195121951
3402105,11425.78125,-3744,2.2955242183,3472,2.1287553648,-15232,9.339055794,6,2.1951219512,-36,-0.3658536585,-5,0.3048780488,5,-0.0217391304,-67,-0.2913043478,129,-0.6292682927
3402745,11445.3125,-3808,2.3347639485,3360,2.0600858369,-15200,9.3194359289,31,1.8902439024,-31,-1.8902439024,-7,0.4268292683,6,-0.0260869565,-66,-0.2869565217,127,-0.6195121951
3403385,11464.84375,-3984,2.4426732066,3360,2.0600858369,-15152,9.2900061312,31,1.8902439024,-31,-1.8902439024,-7,0.4268292683,3,-0.0130434783,-62,-0.2695652174,127,-0.6195121951
3404025,11484.375,-3952,2.4230533415,3344,2.0502759044,-15120,9.2703862661,-11,2.5,-41,0.6707317073,-18,1.0975609756,4,-0.0173913043,-64,-0.2782608696,128,-0.6243902439
3404665,11503.90625,-3904,2.3936235438,3472,2.1287553648,-15184,9.3096259963,-11,2.5,-41,0.6707317073,-18,1.0975609756,6,-0.0260869565,-63,-0.2739130435,129,-0.6292682927
3405305,11523.4375,-3808,2.3347639485,3472,2.1287553648,-15232,9.339055794,-1,2.012195122,-33,0.0609756098,-20,1.2195121951,7,-0.0304347826,-68,-0.2956521739,128,-0.6243902439
3405945,11542.96875,-3952,2.4230533415,3440,2.1091354997,-15344,9.4077253219,30,1.5243902439,-25,-1.8292682927,-1,0.0609756098,6,-0.0260869565,-68,-0.2956521739,128,-0.6243902439
3406585,11562.5,-4064,2.4917228694,3424,2.0993255671,-15392,9.4371551196,30,1.5243902439,-25,-1.8292682927,-1,0.0609756098,4,-0.0173913043,-64,-0.2782608696,128,-0.6243902439
3407225,11582.03125,-4032,2.4721030043,3440,2.1091354997,-15472,9.4862047823,8,2.5,-41,-0.487804878,1,-0.0609756098,5,-0.0217391304,-64,-0.2782608696,129,-0.6292682927
3407865,11601.5625,-4032,2.4721030043,3488,2.1385652974,-15392,9.4371551196,8,2.5,-41,-0.487804878,1,-0.0609756098,4,-0.0173913043,-60,-0.2608695652,126,-0.6146341463
3408505,11621.09375,-4032,2.4721030043,3488,2.1385652974,-15424,9.4567749847,2,3.2317073171,-53,-0.1219512195,-10,0.6097560976,4,-0.0173913043,-61,-0.2652173913,126,-0.6146341463
3409145,11640.625,-3984,2.4426732066,3488,2.1385652974,-15376,9.427345187,-21,3.5975609756,-59,1.2804878049,-16,0.9756097561,5,-0.0217391304,-65,-0.2826086957,127,-0.6195121951
3409785,11660.15625,-3872,2.3740036787,3536,2.167995095,-15328,9.3979153893,-21,3.5975609756,-59,1.2804878049,-16,0.9756097561,6,-0.0260869565,-64,-0.2782608696,127,-0.6195121951
3410425,11679.6875,-3824,2.3445738811,3472,2.1287553648,-15248,9.3488657265,31,3.3536585366,-55,-1.8902439024,6,-0.3658536585,5,-0.0217391304,-61,-0.2652173913,125,-0.6097560976
3411065,11699.21875,-4032,2.4721030043,3456,2.1189454323,-15120,9.2703862661,20,2.9268292683,-48,-1.2195121951,8,-0.487804878,5,-0.0217391304,-66,-0.2869565217,129,-0.6292682927
3411705,11718.75,-4048,2.4819129368,3424,2.0993255671,-15072,9.2409564684,20,2.9268292683,-48,-1.2195121951,8,-0.487804878,7,-0.0304347826,-64,-0.2782608696,127,-0.6195121951
3412345,11738.28125,-3936,2.413243409,3488,2.1385652974,-15152,9.2900061312,-3,3.2926829268,-54,0.1829268293,3,-0.1829268293,7,-0.0304347826,-64,-0.2782608696,126,-0.6146341463
3412985,11757.8125,-3872,2.3740036787,3392,2.079705702,-15136,9.2801961987,-3,3.2926829268,-54,0.1829268293,3,-0.1829268293,4,-0.0173913043,-67,-0.2913043478,128,-0.6243902439
3413625,11777.34375,-3856,2.3641937462,3440,2.1091354997,-15120,9.2703862661,11,2.6829268293,-44,-0.6707317073,0,0,3,-0.0130434783,-64,-0.2782608696,125,-0.6097560976
3414265,11796.875,-3904,2.3936235438,3440,2.1091354997,-15104,9.2605763335,1,2.5609756098,-42,-0.0609756098,-5,0.3048780488,3,-0.0130434783,-61,-0.2652173913,127,-0.6195121951
3414905,11816.40625,-3856,2.3641937462,3488,2.1385652974,-15152,9.2900061312,1,2.5609756098,-42,-0.0609756098,-5,0.3048780488,7,-0.0304347826,-66,-0.2869565217,127,-0.6195121951
3415545,11835.9375,-3808,2.3347639485,3440,2.1091354997,-15136,9.2801961987,-12,2.3170731707,-38,0.7317073171,-18,1.0975609756,5,-0.0217391304,-67,-0.2913043478,129,-0.6292682927
3416185,11855.46875,-3872,2.3740036787,3536,2.167995095,-15152,9.2900061312,-12,2.3170731707,-38,0.7317073171,-18,1.0975609756,5,-0.0217391304,-66,-0.2869565217,126,-0.6146341463
3416825,11875,-3856,2.3641937462,3536,2.167995095,-15168,9.2998160638,-9,2.1951219512,-36,0.5487804878,-22,1.3414634146,4,-0.0173913043,-60,-0.2608695652,126,-0.6146341463
3417465,11894.53125,-3840,2.3543838136,3600,2.2072348253,-15040,9.2213366033,6,1.6463414634,-27,-0.3658536585,-20,1.2195121951,3,-0.0130434783,-61,-0.2652173913,127,-0.6195121951
3418105,11914.0625,-3920,2.4034334764,3488,2.1385652974,-15072,9.2409564684,6,1.6463414634,-27,-0.3658536585,-20,1.2195121951,5,-0.0217391304,-64,-0.2782608696,127,-0.6195121951
3418745,11933.59375,-3952,2.4230533415,3520,2.1581851625,-15040,9.2213366033,12,0.8536585366,-14,-0.7317073171,-21,1.2804878049,5,-0.0217391304,-62,-0.2695652174,128,-0.6243902439
3419385,11953.125,-4080,2.501532802,3472,2.1287553648,-15072,9.2409564684,-19,1.0365853659,-17,1.1585365854,-24,1.4634146341,7,-0.0304347826,-67,-0.2913043478,128,-0.6243902439
3420025,11972.65625,-4016,2.4622930717,3472,2.1287553648,-14944,9.162477008,-19,1.0365853659,-17,1.1585365854,-24,1.4634146341,3,-0.0130434783,-59,-0.2565217391,127,-0.6195121951
3420665,11992.1875,-3952,2.4230533415,3456,2.1189454323,-14992,9.1919068056,-28,0.487804878,-8,1.7073170732,-34,2.0731707317,5,-0.0217391304,-62,-0.2695652174,128,-0.6243902439
3421305,12011.71875,-3984,2.4426732066,3424,2.0993255671,-15072,9.2409564684,-28,0.487804878,-8,1.7073170732,-34,2.0731707317,5,-0.0217391304,-64,-0.2782608696,128,-0.6243902439
3421945,12031.25,-4048,2.4819129368,3568,2.1876149601,-15008,9.2017167382,6,0.1219512195,-2,-0.3658536585,-26,1.5853658537,4,-0.0173913043,-67,-0.2913043478,129,-0.6292682927
3422585,12050.78125,-4144,2.5407725322,3552,2.1778050276,-15040,9.2213366033,-3,-0.487804878,8,0.1829268293,-14,0.8536585366,5,-0.0217391304,-64,-0.2782608696,127,-0.6195121951
3423225,12070.3125,-4144,2.5407725322,3408,2.0895156346,-15024,9.2115266708,-3,-0.487804878,8,0.1829268293,-14,0.8536585366,3,-0.0130434783,-61,-0.2652173913,127,-0.6195121951
3423865,12089.84375,-3984,2.4426732066,3312,2.0306560392,-15072,9.2409564684,-23,-1.1585365854,19,1.4024390244,-2,0.1219512195,6,-0.0260869565,-63,-0.2739130435,128,-0.6243902439
3424505,12109.375,-3904,2.3936235438,3280,2.0110361741,-15136,9.2801961987,-23,-1.1585365854,19,1.4024390244,-2,0.1219512195,5,-0.0217391304,-60,-0.2608695652,127,-0.6195121951
3425145,12128.90625,-3936,2.413243409,3280,2.0110361741,-15248,9.3488657265,20,-1.8292682927,30,-1.2195121951,10,-0.6097560976,4,-0.0173913043,-62,-0.2695652174,127,-0.6195121951
3425785,12148.4375,-4096,2.5113427345,3184,1.9521765788,-15168,9.2998160638,-27,-1.8292682927,30,1.6463414634,4,-0.243902439,6,-0.0260869565,-63,-0.2739130435,129,-0.6292682927
3426425,12167.96875,-4112,2.5211526671,3232,1.9816063765,-15056,9.2311465359,-27,-1.8292682927,30,1.6463414634,4,-0.243902439,3,-0.0130434783,-62,-0.2695652174,128,-0.6243902439
3427065,12187.5,-3904,2.3936235438,3296,2.0208461067,-15120,9.2703862661,-82,-1.0975609756,18,5,-27,1.6463414634,2,-0.0086956522,-62,-0.2695652174,128,-0.6243902439
3427705,12207.03125,-3712,2.2759043532,3248,1.991416309,-15120,9.2703862661,-82,-1.0975609756,18,5,-27,1.6463414634,4,-0.0173913043,-65,-0.2826086957,130,-0.6341463415
3428345,12226.5625,-3776,2.3151440834,3184,1.9521765788,-15264,9.3586756591,-7,-2.6219512195,43,0.4268292683,-6,0.3658536585,7,-0.0304347826,-65,-0.2826086957,129,-0.6292682927
3428985,12246.09375,-3936,2.413243409,3184,1.9521765788,-15312,9.3881054568,26,-2.8658536585,47,-1.5853658537,-4,0.243902439,5,-0.0217391304,-64,-0.2782608696,128,-0.6243902439
3429625,12265.625,-4016,2.4622930717,3200,1.9619865113,-15312,9.3881054568,26,-2.8658536585,47,-1.5853658537,-4,0.243902439,6,-0.0260869565,-65,-0.2826086957,130,-0.6341463415
3430265,12285.15625,-3936,2.413243409,3072,1.8835070509,-15344,9.4077253219,-48,-2.3170731707,38,2.9268292683,-9,0.5487804878,6,-0.0260869565,-61,-0.2652173913,130,-0.6341463415
3430905,12304.6875,-3776,2.3151440834,3056,1.8736971183,-15344,9.4077253219,-68,-1.7682926829,29,4.1463414634,-20,1.2195121951,3,-0.0130434783,-59,-0.2565217391,128,-0.6243902439
3431545,12324.21875,-3712,2.2759043532,3056,1.8736971183,-15280,9.3684855917,-68,-1.7682926829,29,4.1463414634,-20,1.2195121951,3,-0.0130434783,-57,-0.247826087,128,-0.6243902439
3432185,12343.75,-3664,2.2464745555,2960,1.814837523,-15248,9.3488657265,-51,-1.5243902439,25,3.1097560976,-35,2.1341463415,4,-0.0173913043,-61,-0.2652173913,130,-0.6341463415
3432825,12363.28125,-3632,2.2268546904,3008,1.8442673207,-15152,9.2900061312,-51,-1.5243902439,25,3.1097560976,-35,2.1341463415,5,-0.0217391304,-59,-0.2565217391,131,-0.6390243902
3433465,12382.8125,-3712,2.2759043532,2912,1.7854077253,-15088,9.250766401,-42,-2.0731707317,34,2.5609756098,-43,2.6219512195,4,-0.0173913043,-64,-0.2782608696,130,-0.6341463415
3434105,12402.34375,-3744,2.2955242183,2896,1.7755977928,-15120,9.2703862661,-41,-3.2317073171,53,2.5,-45,2.743902439,4,-0.0173913043,-62,-0.2695652174,129,-0.6292682927
3434745,12421.875,-3776,2.3151440834,2944,1.8050275904,-15232,9.339055794,-41,-3.2317073171,53,2.5,-45,2.743902439,3,-0.0130434783,-61,-0.2652173913,129,-0.6292682927
3435385,12441.40625,-3760,2.3053341508,2848,1.7461679951,-15376,9.427345187,-34,-4.1463414634,68,2.0731707317,-35,2.1341463415,4,-0.0173913043,-63,-0.2739130435,131,-0.6390243902
3436025,12460.9375,-3728,2.2857142857,2736,1.6774984672,-15568,9.5450643777,-34,-4.1463414634,68,2.0731707317,-35,2.1341463415,4,-0.0173913043,-58,-0.252173913,129,-0.6292682927
3436665,12480.46875,-3824,2.3445738811,2688,1.6480686695,-15664,9.603923973,-13,-3.9634146341,65,0.7926829268,-24,1.4634146341,5,-0.0217391304,-60,-0.2608695652,130,-0.6341463415
3437305,12500,-3856,2.3641937462,2592,1.5892090742,-15696,9.6235438381,-45,-2.5609756098,42,2.743902439,-34,2.0731707317,5,-0.0217391304,-60,-0.2608695652,131,-0.6390243902
3437945,12519.53125,-3856,2.3641937462,2480,1.5205395463,-15808,9.692213366,-45,-2.5609756098,42,2.743902439,-34,2.0731707317,5,-0.0217391304,-62,-0.2695652174,132,-0.643902439
3438585,12539.0625,-3760,2.3053341508,2368,1.4518700184,-15872,9.7314530963,-40,-0.6707317073,11,2.4390243902,-49,2.987804878,3,-0.0130434783,-62,-0.2695652174,132,-0.643902439
3439225,12558.59375,-3744,2.2955242183,2352,1.4420600858,-15824,9.7020232986,-12,0.1219512195,-2,0.7317073171,-53,3.2317073171,5,-0.0217391304,-60,-0.2608695652,130,-0.6341463415
3439865,12578.125,-3808,2.3347639485,2384,1.461679951,-15840,9.7118332311,-12,0.1219512195,-2,0.7317073171,-53,3.2317073171,2,-0.0086956522,-55,-0.2391304348,130,-0.6341463415
3440505,12597.65625,-3824,2.3445738811,2416,1.4812998161,-15728,9.6431637032,-15,0.8536585366,-14,0.9146341463,-46,2.8048780488,3,-0.0130434783,-63,-0.2739130435,132,-0.643902439
3441145,12617.1875,-3872,2.3740036787,2464,1.5107296137,-15664,9.603923973,-15,0.8536585366,-14,0.9146341463,-46,2.8048780488,2,-0.0086956522,-63,-0.2739130435,132,-0.643902439
3441785,12636.71875,-3840,2.3543838136,2416,1.4812998161,-15568,9.5450643777,-47,1.0975609756,-18,2.8658536585,-34,2.0731707317,4,-0.0173913043,-62,-0.2695652174,131,-0.6390243902
3442425,12656.25,-3680,2.256284488,2416,1.4812998161,-15504,9.5058246475,-19,1.1585365854,-19,1.1585365854,-20,1.2195121951,2,-0.0086956522,-56,-0.2434782609,131,-0.6390243902
3443065,12675.78125,-3712,2.2759043532,2464,1.5107296137,-15440,9.4665849172,-19,1.1585365854,-19,1.1585365854,-20,1.2195121951,4,-0.0173913043,-58,-0.252173913,132,-0.643902439
3443705,12695.3125,-3872,2.3740036787,2384,1.461679951,-15392,9.4371551196,-7,0.9146341463,-15,0.4268292683,-11,0.6707317073,3,-0.0130434783,-58,-0.252173913,132,-0.643902439
3444345,12714.84375,-3840,2.3543838136,2400,1.4714898835,-15280,9.3684855917,-7,0.9146341463,-15,0.4268292683,-11,0.6707317073,5,-0.0217391304,-63,-0.2739130435,132,-0.643902439
3444985,12734.375,-3616,2.2170447578,2320,1.4224402207,-15280,9.3684855917,-55,0.9756097561,-16,3.3536585366,-8,0.487804878,4,-0.0173913043,-57,-0.247826087,129,-0.6292682927
3445625,12753.90625,-3536,2.167995095,2240,1.3733905579,-15216,9.3292458614,-23,-0.1829268293,3,1.4024390244,13,-0.7926829268,4,-0.0173913043,-58,-0.252173913,132,-0.643902439
3446265,12773.4375,-3776,2.3151440834,2128,1.30472103,-15024,9.2115266708,-23,-0.1829268293,3,1.4024390244,13,-0.7926829268,3,-0.0130434783,-57,-0.247826087,132,-0.643902439
3446905,12792.96875,-3744,2.2955242183,2096,1.2851011649,-15168,9.2998160638,-61,-1.0365853659,17,3.7195121951,0,0,5,-0.0217391304,-62,-0.2695652174,132,-0.643902439
3447545,12812.5,-3472,2.1287553648,2208,1.3537706928,-15168,9.2998160638,-72,-1.7073170732,28,4.3902439024,-6,0.3658536585,4,-0.0173913043,-61,-0.2652173913,133,-0.6487804878
3448185,12832.03125,-3376,2.0698957695,2144,1.3145309626,-15152,9.2900061312,-72,-1.7073170732,28,4.3902439024,-6,0.3658536585,3,-0.0130434783,-59,-0.2565217391,133,-0.6487804878
3448825,12851.5625,-3552,2.1778050276,2096,1.2851011649,-15232,9.339055794,-3,-3.3536585366,55,0.1829268293,-4,0.243902439,3,-0.0130434783,-58,-0.252173913,132,-0.643902439
3449465,12871.09375,-3568,2.1876149601,2096,1.2851011649,-15568,9.5450643777,-3,-3.3536585366,55,0.1829268293,-4,0.243902439,5,-0.0217391304,-61,-0.2652173913,134,-0.6536585366
3450105,12890.625,-3424,2.0993255671,2048,1.2556713673,-15680,9.6137339056,-32,-3.0487804878,50,1.9512195122,-5,0.3048780488,3,-0.0130434783,-55,-0.2391304348,132,-0.643902439
3450745,12910.15625,-3488,2.1385652974,2048,1.2556713673,-15792,9.6824034335,20,-2.6219512195,43,-1.2195121951,6,-0.3658536585,4,-0.0173913043,-58,-0.252173913,132,-0.643902439
3451385,12929.6875,-3728,2.2857142857,2048,1.2556713673,-15824,9.7020232986,20,-2.6219512195,43,-1.2195121951,6,-0.3658536585,2,-0.0086956522,-57,-0.247826087,133,-0.6487804878
3452025,12949.21875,-3728,2.2857142857,2016,1.2360515021,-15936,9.7706928265,-25,-1.3414634146,22,1.5243902439,11,-0.6707317073,3,-0.0130434783,-59,-0.2565217391,133,-0.6487804878
3452665,12968.75,-3728,2.2857142857,1952,1.1968117719,-16064,9.8491722869,-25,-1.3414634146,22,1.5243902439,11,-0.6707317073,2,-0.0086956522,-61,-0.2652173913,134,-0.6536585366
3453305,12988.28125,-3568,2.1876149601,1920,1.1771919068,-16016,9.8197424893,-35,0,0,2.1341463415,18,-1.0975609756,4,-0.0173913043,-60,-0.2608695652,133,-0.6487804878
3453945,13007.8125,-3600,2.2072348253,1920,1.1771919068,-15968,9.7903126916,-16,1.1585365854,-19,0.9756097561,17,-1.0365853659,2,-0.0086956522,-56,-0.2434782609,133,-0.6487804878
3454585,13027.34375,-3680,2.256284488,1968,1.2066217045,-15888,9.7412630288,-16,1.1585365854,-19,0.9756097561,17,-1.0365853659,1,-0.0043478261,-59,-0.2565217391,132,-0.643902439
3455225,13046.875,-3568,2.1876149601,2000,1.2262415696,-15840,9.7118332311,-49,2.6219512195,-43,2.987804878,8,-0.487804878,2,-0.0086956522,-57,-0.247826087,134,-0.6536585366
3455865,13066.40625,-3472,2.1287553648,1984,1.216431637,-15696,9.6235438381,-49,2.6219512195,-43,2.987804878,8,-0.487804878,3,-0.0130434783,-60,-0.2608695652,133,-0.6487804878
3456505,13085.9375,-3520,2.1581851625,1952,1.1968117719,-15600,9.5646842428,-30,3.2317073171,-53,1.8292682927,11,-0.6707317073,4,-0.0173913043,-61,-0.2652173913,133,-0.6487804878
3457145,13105.46875,-3488,2.1385652974,1904,1.1673819742,-15552,9.5352544451,-25,3.3536585366,-55,1.5243902439,16,-0.9756097561,0,0,-54,-0.2347826087,134,-0.6536585366
3457785,13125,-3440,2.1091354997,1936,1.1870018394,-15424,9.4567749847,-25,3.3536585366,-55,1.5243902439,16,-0.9756097561,2,-0.0086956522,-56,-0.2434782609,133,-0.6487804878
3458425,13144.53125,-3456,2.1189454323,1984,1.216431637,-15264,9.3586756591,7,2.743902439,-45,-0.4268292683,29,-1.7682926829,2,-0.0086956522,-57,-0.247826087,131,-0.6390243902
3459065,13164.0625,-3536,2.167995095,2000,1.2262415696,-15312,9.3881054568,-10,2.3780487805,-39,0.6097560976,27,-1.6463414634,3,-0.0130434783,-60,-0.2608695652,135,-0.6585365854
3459705,13183.59375,-3408,2.0895156346,2064,1.2654812998,-15440,9.4665849172,-10,2.3780487805,-39,0.6097560976,27,-1.6463414634,1,-0.0043478261,-58,-0.252173913,132,-0.643902439
3460345,13203.125,-3216,1.9717964439,2064,1.2654812998,-15584,9.5548743102,-20,1.9512195122,-32,1.2195121951,26,-1.5853658537,0,0,-57,-0.247826087,132,-0.643902439
3460985,13222.65625,-3232,1.9816063765,1936,1.1870018394,-15600,9.5646842428,-20,1.9512195122,-32,1.2195121951,26,-1.5853658537,4,-0.0173913043,-61,-0.2652173913,134,-0.6536585366
