Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer
9706317,4941.40625,-3152,1.9325567137,304,0.1863887186,-15664,9.603923973,-10,2.743902439,-45,0.6097560976,-3,0.1829268293,3,-0.0130434783,-44,-0.1913043478,140,-0.6829268293
9706957,4960.9375,-3088,1.8933169834,336,0.2060085837,-15744,9.6529736358,-10,2.743902439,-45,0.6097560976,-3,0.1829268293,3,-0.0130434783,-42,-0.1826086957,139,-0.6780487805
9707597,4980.46875,-3264,2.0012262416,240,0.1471489884,-15712,9.6333537707,1,2.6829268293,-44,-0.0609756098,-5,0.3048780488,2,-0.0086956522,-43,-0.1869565217,138,-0.6731707317
9708237,5000,-3152,1.9325567137,224,0.1373390558,-15808,9.692213366,1,2.6829268293,-44,-0.0609756098,-5,0.3048780488,4,-0.0173913043,-44,-0.1913043478,140,-0.6829268293
9708877,5019.53125,-3120,1.9129368486,240,0.1471489884,-15808,9.692213366,-8,2.987804878,-49,0.487804878,-11,0.6707317073,2,-0.0086956522,-41,-0.1782608696,139,-0.6780487805
9709517,5039.0625,-3152,1.9325567137,208,0.1275291232,-15776,9.6725935009,1,3.0487804878,-50,-0.0609756098,-12,0.7317073171,3,-0.0130434783,-47,-0.2043478261,141,-0.687804878
9710157,5058.59375,-3184,1.9521765788,256,0.1569589209,-15712,9.6333537707,1,3.0487804878,-50,-0.0609756098,-12,0.7317073171,3,-0.0130434783,-46,-0.2,140,-0.6829268293
9710797,5078.125,-3200,1.9619865113,400,0.2452483139,-15728,9.6431637032,-10,3.0487804878,-50,0.6097560976,-22,1.3414634146,2,-0.0086956522,-46,-0.2,140,-0.6829268293
9711437,5097.65625,-3184,1.9521765788,400,0.2452483139,-15760,9.6627835684,-16,2.9268292683,-48,0.9756097561,-19,1.1585365854,5,-0.0217391304,-47,-0.2043478261,141,-0.687804878
9712077,5117.1875,-3184,1.9521765788,320,0.1961986511,-15632,9.5843041079,-16,2.9268292683,-48,0.9756097561,-19,1.1585365854,3,-0.0130434783,-42,-0.1826086957,141,-0.687804878
9712717,5136.71875,-3248,1.991416309,304,0.1863887186,-15648,9.5941140405,-7,3.2317073171,-53,0.4268292683,-23,1.4024390244,3,-0.0130434783,-44,-0.1913043478,139,-0.6780487805
9713357,5156.25,-3216,1.9717964439,352,0.2158185162,-15664,9.603923973,-7,3.2317073171,-53,0.4268292683,-23,1.4024390244,4,-0.0173913043,-48,-0.2086956522,141,-0.687804878
9713997,5175.78125,-3216,1.9717964439,352,0.2158185162,-15616,9.5744941754,14,2.987804878,-49,-0.8536585366,-18,1.0975609756,2,-0.0086956522,-40,-0.1739130435,137,-0.6682926829
9714637,5195.3125,-3344,2.0502759044,416,0.2550582465,-15568,9.5450643777,-1,2.6219512195,-43,0.0609756098,-23,1.4024390244,3,-0.0130434783,-43,-0.1869565217,138,-0.6731707317
9715277,5214.84375,-3328,2.0404659718,368,0.2256284488,-15680,9.6137339056,-1,2.6219512195,-43,0.0609756098,-23,1.4024390244,0,0,-42,-0.1826086957,138,-0.6731707317
9715917,5234.375,-3136,1.9227467811,336,0.2060085837,-15728,9.6431637032,-23,2.256097561,-37,1.4024390244,-13,0.7926829268,2,-0.0086956522,-44,-0.1913043478,141,-0.687804878
9716557,5253.90625,-3088,1.8933169834,352,0.2158185162,-15792,9.6824034335,-23,2.256097561,-37,1.4024390244,-13,0.7926829268,-1,0.0043478261,-42,-0.1826086957,141,-0.687804878
9717197,5273.4375,-3136,1.9227467811,336,0.2060085837,-15856,9.7216431637,-15,2.012195122,-33,0.9146341463,-8,0.487804878,1,-0.0043478261,-42,-0.1826086957,139,-0.6780487805
9717837,5292.96875,-3088,1.8933169834,352,0.2158185162,-15888,9.7412630288,-34,2.6829268293,-44,2.0731707317,-16,0.9756097561,2,-0.0086956522,-42,-0.1826086957,139,-0.6780487805
9718477,5312.5,-2960,1.814837523,304,0.1863887186,-15808,9.692213366,-34,2.6829268293,-44,2.0731707317,-16,0.9756097561,2,-0.0086956522,-45,-0.1956521739,142,-0.6926829268
9719117,5332.03125,-2928,1.7952176579,272,0.1667688535,-15776,9.6725935009,-30,3.2926829268,-54,1.8292682927,-27,1.6463414634,2,-0.0086956522,-43,-0.1869565217,138,-0.6731707317
9719757,5351.5625,-2976,1.8246474555,176,0.1079092581,-15744,9.6529736358,-30,3.2926829268,-54,1.8292682927,-27,1.6463414634,2,-0.0086956522,-45,-0.1956521739,140,-0.6829268293
9720397,5371.09375,-2992,1.8344573881,192,0.1177191907,-15792,9.6824034335,-9,3.4756097561,-57,0.5487804878,-39,2.3780487805,0,0,-40,-0.1739130435,139,-0.6780487805
9721037,5390.625,-3104,1.903126916,240,0.1471489884,-15712,9.6333537707,-21,3.4756097561,-57,1.2804878049,-40,2.4390243902,2,-0.0086956522,-42,-0.1826086957,139,-0.6780487805
9721677,5410.15625,-3136,1.9227467811,192,0.1177191907,-15696,9.6235438381,-21,3.4756097561,-57,1.2804878049,-40,2.4390243902,1,-0.0043478261,-42,-0.1826086957,140,-0.6829268293
9722317,5429.6875,-3120,1.9129368486,160,0.0980993256,-15712,9.6333537707,-19,3.4756097561,-57,1.1585365854,-31,1.8902439024,4,-0.0173913043,-46,-0.2,140,-0.6829268293
9722957,5449.21875,-3152,1.9325567137,176,0.1079092581,-15760,9.6627835684,-3,3.2317073171,-53,0.1829268293,-34,2.0731707317,1,-0.0043478261,-40,-0.1739130435,141,-0.687804878
9723597,5468.75,-3232,1.9816063765,272,0.1667688535,-15648,9.5941140405,-3,3.2317073171,-53,0.1829268293,-34,2.0731707317,2,-0.0086956522,-43,-0.1869565217,141,-0.687804878
9724237,5488.28125,-3296,2.0208461067,240,0.1471489884,-15616,9.5744941754,-12,2.9268292683,-48,0.7317073171,-26,1.5853658537,2,-0.0086956522,-41,-0.1782608696,141,-0.687804878
9724877,5507.8125,-3232,1.9816063765,192,0.1177191907,-15584,9.5548743102,-12,2.9268292683,-48,0.7317073171,-26,1.5853658537,4,-0.0173913043,-47,-0.2043478261,142,-0.6926829268
9725517,5527.34375,-3312,2.0306560392,320,0.1961986511,-15648,9.5941140405,-13,2.6829268293,-44,0.7926829268,-20,1.2195121951,1,-0.0043478261,-39,-0.1695652174,139,-0.6780487805
9726157,5546.875,-3296,2.0208461067,384,0.2354383814,-15376,9.427345187,-25,2.4390243902,-40,1.5243902439,-11,0.6707317073,1,-0.0043478261,-40,-0.1739130435,140,-0.6829268293
9726797,5566.40625,-3232,1.9816063765,352,0.2158185162,-15584,9.5548743102,-25,2.4390243902,-40,1.5243902439,-11,0.6707317073,3,-0.0130434783,-40,-0.1739130435,138,-0.6731707317
9727437,5585.9375,-3152,1.9325567137,304,0.1863887186,-15616,9.5744941754,10,1.7682926829,-29,-0.6097560976,-6,0.3658536585,3,-0.0130434783,-38,-0.1652173913,140,-0.6829268293
9728077,5605.46875,-3152,1.9325567137,256,0.1569589209,-15696,9.6235438381,10,1.7682926829,-29,-0.6097560976,-6,0.3658536585,1,-0.0043478261,-43,-0.1869565217,139,-0.6780487805
9728717,5625,-3120,1.9129368486,208,0.1275291232,-15744,9.6529736358,7,1.5853658537,-26,-0.4268292683,2,-0.1219512195,0,0,-42,-0.1826086957,138,-0.6731707317
9729357,5644.53125,-3152,1.9325567137,176,0.1079092581,-15792,9.6824034335,6,1.4634146341,-24,-0.3658536585,4,-0.243902439,3,-0.0130434783,-42,-0.1826086957,138,-0.6731707317
9729997,5664.0625,-3152,1.9325567137,96,0.0588595953,-15760,9.6627835684,6,1.4634146341,-24,-0.3658536585,4,-0.243902439,1,-0.0043478261,-40,-0.1739130435,139,-0.6780487805
9730637,5683.59375,-3072,1.8835070509,96,0.0588595953,-15840,9.7118332311,-15,1.4634146341,-24,0.9146341463,4,-0.243902439,-1,0.0043478261,-40,-0.1739130435,139,-0.6780487805
9731277,5703.125,-2976,1.8246474555,80,0.0490496628,-15792,9.6824034335,10,1.9512195122,-32,-0.6097560976,1,-0.0609756098,3,-0.0130434783,-46,-0.2,140,-0.6829268293
9731917,5722.65625,-3072,1.8835070509,128,0.0784794605,-15808,9.692213366,10,1.9512195122,-32,-0.6097560976,1,-0.0609756098,1,-0.0043478261,-47,-0.2043478261,140,-0.6829268293
9732557,5742.1875,-3136,1.9227467811,128,0.0784794605,-15824,9.7020232986,-9,2.3780487805,-39,0.5487804878,-6,0.3658536585,1,-0.0043478261,-41,-0.1782608696,140,-0.6829268293
9733197,5761.71875,-3088,1.8933169834,112,0.0686695279,-15824,9.7020232986,-9,2.3780487805,-39,0.5487804878,-6,0.3658536585,1,-0.0043478261,-41,-0.1782608696,138,-0.6731707317
9733837,5781.25,-3104,1.903126916,176,0.1079092581,-15840,9.7118332311,-32,2.5,-41,1.9512195122,-6,0.3658536585,2,-0.0086956522,-37,-0.1608695652,138,-0.6731707317
9734477,5800.78125,-3104,1.903126916,176,0.1079092581,-15856,9.7216431637,-23,2.5,-41,1.4024390244,-7,0.4268292683,0,0,-40,-0.1739130435,140,-0.6829268293
9735117,5820.3125,-3008,1.8442673207,176,0.1079092581,-15776,9.6725935009,-23,2.5,-41,1.4024390244,-7,0.4268292683,1,-0.0043478261,-42,-0.1826086957,140,-0.6829268293
9735757,5839.84375,-2960,1.814837523,96,0.0588595953,-15776,9.6725935009,3,2.1341463415,-35,-0.1829268293,-1,0.0609756098,1,-0.0043478261,-38,-0.1652173913,139,-0.6780487805
9736397,5859.375,-3040,1.8638871858,144,0.088289393,-15920,9.7608828939,3,2.1341463415,-35,-0.1829268293,-1,0.0609756098,2,-0.0086956522,-40,-0.1739130435,139,-0.6780487805
9737037,5878.90625,-3088,1.8933169834,112,0.0686695279,-15936,9.7706928265,8,2.5,-41,-0.487804878,1,-0.0609756098,0,0,-40,-0.1739130435,140,-0.6829268293
9737677,5898.4375,-3088,1.8933169834,80,0.0490496628,-15920,9.7608828939,-7,2.8658536585,-47,0.4268292683,0,0,3,-0.0130434783,-42,-0.1826086957,140,-0.6829268293
9738317,5917.96875,-3152,1.9325567137,32,0.0196198651,-15936,9.7706928265,-7,2.8658536585,-47,0.4268292683,0,0,4,-0.0173913043,-45,-0.1956521739,142,-0.6926829268
9738957,5937.5,-3008,1.8442673207,80,0.0490496628,-15888,9.7412630288,-31,3.6585365854,-60,1.8902439024,-12,0.7317073171,2,-0.0086956522,-44,-0.1913043478,140,-0.6829268293
9739597,5957.03125,-2976,1.8246474555,64,0.0392397302,-15872,9.7314530963,-31,3.6585365854,-60,1.8902439024,-12,0.7317073171,1,-0.0043478261,-41,-0.1782608696,140,-0.6829268293
9740237,5976.5625,-2992,1.8344573881,144,0.088289393,-15936,9.7706928265,0,3.9024390244,-64,0,-13,0.7926829268,1,-0.0043478261,-38,-0.1652173913,139,-0.6780487805
9740877,5996.09375,-3136,1.9227467811,80,0.0490496628,-15872,9.7314530963,7,3.8414634146,-63,-0.4268292683,-10,0.6097560976,1,-0.0043478261,-43,-0.1869565217,139,-0.6780487805
9741517,6015.625,-3200,1.9619865113,48,0.0294297977,-15888,9.7412630288,7,3.8414634146,-63,-0.4268292683,-10,0.6097560976,2,-0.0086956522,-44,-0.1913043478,138,-0.6731707317
9742157,6035.15625,-3120,1.9129368486,80,0.0490496628,-15872,9.7314530963,-28,4.0243902439,-66,1.7073170732,-9,0.5487804878,0,0,-40,-0.1739130435,140,-0.6829268293
9742797,6054.6875,-3024,1.8540772532,144,0.088289393,-15744,9.6529736358,-10,3.7195121951,-61,0.6097560976,-4,0.243902439,0,0,-40,-0.1739130435,140,-0.6829268293
9743437,6074.21875,-3104,1.903126916,80,0.0490496628,-15744,9.6529736358,-10,3.7195121951,-61,0.6097560976,-4,0.243902439,1,-0.0043478261,-41,-0.1782608696,141,-0.687804878
9744077,6093.75,-3104,1.903126916,96,0.0588595953,-15680,9.6137339056,-36,3.7804878049,-62,2.1951219512,-10,0.6097560976,1,-0.0043478261,-41,-0.1782608696,139,-0.6780487805
9744717,6113.28125,-3024,1.8540772532,128,0.0784794605,-15664,9.603923973,-36,3.7804878049,-62,2.1951219512,-10,0.6097560976,1,-0.0043478261,-46,-0.2,141,-0.687804878
9745357,6132.8125,-2944,1.8050275904,176,0.1079092581,-15616,9.5744941754,-12,3.5975609756,-59,0.7317073171,-10,0.6097560976,1,-0.0043478261,-38,-0.1652173913,138,-0.6731707317
9745997,6152.34375,-3008,1.8442673207,224,0.1373390558,-15680,9.6137339056,8,3.1707317073,-52,-0.487804878,-9,0.5487804878,-1,0.0043478261,-42,-0.1826086957,140,-0.6829268293
9746637,6171.875,-3136,1.9227467811,256,0.1569589209,-15632,9.5843041079,8,3.1707317073,-52,-0.487804878,-9,0.5487804878,0,0,-42,-0.1826086957,139,-0.6780487805
9747277,6191.40625,-3152,1.9325567137,272,0.1667688535,-15552,9.5352544451,-28,2.6219512195,-43,1.7073170732,-4,0.243902439,0,0,-44,-0.1913043478,140,-0.6829268293
9747917,6210.9375,-2976,1.8246474555,176,0.1079092581,-15584,9.5548743102,-28,2.6219512195,-43,1.7073170732,-4,0.243902439,2,-0.0086956522,-39,-0.1695652174,139,-0.6780487805
9748557,6230.46875,-2960,1.814837523,176,0.1079092581,-15680,9.6137339056,-3,2.012195122,-33,0.1829268293,2,-0.1219512195,1,-0.0043478261,-42,-0.1826086957,140,-0.6829268293
9749197,6250,-3008,1.8442673207,176,0.1079092581,-15760,9.6627835684,-9,1.7682926829,-29,0.5487804878,3,-0.1829268293,0,0,-41,-0.1782608696,140,-0.6829268293
9749837,6269.53125,-2992,1.8344573881,144,0.088289393,-15760,9.6627835684,-9,1.7682926829,-29,0.5487804878,3,-0.1829268293,1,-0.0043478261,-43,-0.1869565217,140,-0.6829268293
9750477,6289.0625,-3056,1.8736971183,144,0.088289393,-15648,9.5941140405,-15,1.6463414634,-27,0.9146341463,1,-0.0609756098,1,-0.0043478261,-41,-0.1782608696,139,-0.6780487805
9751117,6308.59375,-3072,1.8835070509,80,0.0490496628,-15680,9.6137339056,-8,1.6463414634,-27,0.487804878,3,-0.1829268293,4,-0.0173913043,-45,-0.1956521739,141,-0.687804878
9751757,6328.125,-2960,1.814837523,160,0.0980993256,-15696,9.6235438381,-8,1.6463414634,-27,0.487804878,3,-0.1829268293,0,0,-40,-0.1739130435,141,-0.687804878
9752397,6347.65625,-2976,1.8246474555,176,0.1079092581,-15792,9.6824034335,10,2.012195122,-33,-0.6097560976,-5,0.3048780488,3,-0.0130434783,-41,-0.1782608696,140,-0.6829268293
9753037,6367.1875,-3008,1.8442673207,176,0.1079092581,-15776,9.6725935009,10,2.012195122,-33,-0.6097560976,-5,0.3048780488,0,0,-40,-0.1739130435,140,-0.6829268293
9753677,6386.71875,-3088,1.8933169834,80,0.0490496628,-15808,9.692213366,-4,1.8292682927,-30,0.243902439,-10,0.6097560976,3,-0.0130434783,-41,-0.1782608696,139,-0.6780487805
9754317,6406.25,-3104,1.903126916,144,0.088289393,-15968,9.7903126916,-16,1.7682926829,-29,0.9756097561,-7,0.4268292683,3,-0.0130434783,-41,-0.1782608696,140,-0.6829268293
9754957,6425.78125,-2960,1.814837523,160,0.0980993256,-15936,9.7706928265,-16,1.7682926829,-29,0.9756097561,-7,0.4268292683,1,-0.0043478261,-38,-0.1652173913,140,-0.6829268293
9755597,6445.3125,-2992,1.8344573881,96,0.0588595953,-15856,9.7216431637,-18,1.7073170732,-28,1.0975609756,2,-0.1219512195,2,-0.0086956522,-42,-0.1826086957,141,-0.687804878
9756237,6464.84375,-2992,1.8344573881,80,0.0490496628,-15888,9.7412630288,-18,1.7073170732,-28,1.0975609756,2,-0.1219512195,2,-0.0086956522,-38,-0.1652173913,139,-0.6780487805
9756877,6484.375,-2960,1.814837523,128,0.0784794605,-15968,9.7903126916,-21,2.3170731707,-38,1.2804878049,-1,0.0609756098,2,-0.0086956522,-42,-0.1826086957,141,-0.687804878
9757517,6503.90625,-2912,1.7854077253,64,0.0392397302,-15984,9.8001226242,-16,2.743902439,-45,0.9756097561,-2,0.1219512195,3,-0.0130434783,-42,-0.1826086957,140,-0.6829268293
9758157,6523.4375,-3024,1.8540772532,48,0.0294297977,-16016,9.8197424893,-16,2.743902439,-45,0.9756097561,-2,0.1219512195,1,-0.0043478261,-41,-0.1782608696,141,-0.687804878
9758797,6542.96875,-2928,1.7952176579,64,0.0392397302,-15936,9.7706928265,-15,3.4146341463,-56,0.9146341463,-16,0.9756097561,1,-0.0043478261,-39,-0.1695652174,138,-0.6731707317
9759437,6562.5,-2944,1.8050275904,80,0.0490496628,-15888,9.7412630288,-15,3.4146341463,-56,0.9146341463,-16,0.9756097561,1,-0.0043478261,-40,-0.1739130435,140,-0.6829268293
9760077,6582.03125,-3024,1.8540772532,48,0.0294297977,-15760,9.6627835684,9,3.7195121951,-61,-0.5487804878,-11,0.6707317073,3,-0.0130434783,-43,-0.1869565217,142,-0.6926829268
9760717,6601.5625,-3056,1.8736971183,128,0.0784794605,-15776,9.6725935009,-26,3.8414634146,-63,1.5853658537,-10,0.6097560976,-1,0.0043478261,-38,-0.1652173913,140,-0.6829268293
9761357,6621.09375,-2896,1.7755977928,128,0.0784794605,-15760,9.6627835684,-26,3.8414634146,-63,1.5853658537,-10,0.6097560976,2,-0.0086956522,-45,-0.1956521739,141,-0.687804878
9761997,6640.625,-2880,1.7657878602,96,0.0588595953,-15696,9.6235438381,-22,3.5365853659,-58,1.3414634146,-17,1.0365853659,1,-0.0043478261,-40,-0.1739130435,140,-0.6829268293
9762637,6660.15625,-2928,1.7952176579,128,0.0784794605,-15744,9.6529736358,0,3.4146341463,-56,0,-15,0.9146341463,-2,0.0086956522,-39,-0.1695652174,140,-0.6829268293
9763277,6679.6875,-3040,1.8638871858,144,0.088289393,-15728,9.6431637032,0,3.4146341463,-56,0,-15,0.9146341463,2,-0.0086956522,-40,-0.1739130435,142,-0.6926829268
9763917,6699.21875,-3056,1.8736971183,176,0.1079092581,-15680,9.6137339056,-9,3.3536585366,-55,0.5487804878,-11,0.6707317073,0,0,-41,-0.1782608696,140,-0.6829268293
9764557,6718.75,-2928,1.7952176579,96,0.0588595953,-15744,9.6529736358,-9,3.3536585366,-55,0.5487804878,-11,0.6707317073,4,-0.0173913043,-46,-0.2,141,-0.687804878
9765197,6738.28125,-3056,1.8736971183,80,0.0490496628,-15776,9.6725935009,15,3.5365853659,-58,-0.9146341463,-2,0.1219512195,3,-0.0130434783,-41,-0.1782608696,138,-0.6731707317
9765837,6757.8125,-3056,1.8736971183,128,0.0784794605,-15760,9.6627835684,-8,3.4146341463,-56,0.487804878,-7,0.4268292683,0,0,-41,-0.1782608696,141,-0.687804878
9766477,6777.34375,-3008,1.8442673207,80,0.0490496628,-15712,9.6333537707,-8,3.4146341463,-56,0.487804878,-7,0.4268292683,1,-0.0043478261,-39,-0.1695652174,139,-0.6780487805
9767117,6796.875,-3024,1.8540772532,128,0.0784794605,-15744,9.6529736358,1,3.1707317073,-52,-0.0609756098,-1,0.0609756098,3,-0.0130434783,-41,-0.1782608696,140,-0.6829268293
9767757,6816.40625,-3040,1.8638871858,128,0.0784794605,-15712,9.6333537707,1,3.1707317073,-52,-0.0609756098,-1,0.0609756098,1,-0.0043478261,-43,-0.1869565217,141,-0.687804878
9768397,6835.9375,-3024,1.8540772532,96,0.0588595953,-15744,9.6529736358,2,2.987804878,-49,-0.1219512195,3,-0.1829268293,1,-0.0043478261,-40,-0.1739130435,140,-0.6829268293
9769037,6855.46875,-2992,1.8344573881,96,0.0588595953,-15824,9.7020232986,6,3.1097560976,-51,-0.3658536585,2,-0.1219512195,1,-0.0043478261,-41,-0.1782608696,140,-0.6829268293
9769677,6875,-3008,1.8442673207,128,0.0784794605,-15808,9.692213366,6,3.1097560976,-51,-0.3658536585,2,-0.1219512195,1,-0.0043478261,-39,-0.1695652174,139,-0.6780487805
9770317,6894.53125,-2960,1.814837523,128,0.0784794605,-15792,9.6824034335,9,2.8658536585,-47,-0.5487804878,2,-0.1219512195,0,0,-43,-0.1869565217,140,-0.6829268293
9770957,6914.0625,-3024,1.8540772532,64,0.0392397302,-15696,9.6235438381,18,2.743902439,-45,-1.0975609756,11,-0.6707317073,3,-0.0130434783,-44,-0.1913043478,141,-0.687804878
9771597,6933.59375,-3024,1.8540772532,64,0.0392397302,-15664,9.603923973,18,2.743902439,-45,-1.0975609756,11,-0.6707317073,0,0,-45,-0.1956521739,141,-0.687804878
9772237,6953.125,-2976,1.8246474555,80,0.0490496628,-15760,9.6627835684,12,2.6829268293,-44,-0.7317073171,11,-0.6707317073,1,-0.0043478261,-44,-0.1913043478,140,-0.6829268293
9772877,6972.65625,-2960,1.814837523,160,0.0980993256,-15808,9.692213366,12,2.6829268293,-44,-0.7317073171,11,-0.6707317073,1,-0.0043478261,-42,-0.1826086957,139,-0.6780487805
9773517,6992.1875,-3024,1.8540772532,96,0.0588595953,-15792,9.6824034335,25,2.6829268293,-44,-1.5243902439,2,-0.1219512195,1,-0.0043478261,-44,-0.1913043478,140,-0.6829268293
9774157,7011.71875,-3088,1.8933169834,144,0.088289393,-15760,9.6627835684,1,2.743902439,-45,-0.0609756098,-2,0.1219512195,2,-0.0086956522,-40,-0.1739130435,139,-0.6780487805
9774797,7031.25,-3104,1.903126916,112,0.0686695279,-15728,9.6431637032,1,2.743902439,-45,-0.0609756098,-2,0.1219512195,1,-0.0043478261,-40,-0.1739130435,141,-0.687804878
9775437,7050.78125,3120,-1.9129368486,2784,1.7069282649,-15968,9.7903126916,3404,342.5,-5617,-207.5609756098,-863,52.6219512195,1,-0.0043478261,-40,-0.1739130435,141,-0.687804878
9776077,7070.3125,-4688,2.8743102391,1152,0.7063151441,-15840,9.7118332311,3404,342.5,-5617,-207.5609756098,-863,52.6219512195,2,-0.0086956522,-41,-0.1782608696,140,-0.6829268293
9776717,7089.84375,-7904,4.846106683,464,0.2844880441,-17120,10.4966278357,454,-3.0487804878,50,-27.6829268293,217,-13.2317073171,3,-0.0130434783,-36,-0.1565217391,138,-0.6731707317
9777357,7109.375,-4368,2.678111588,304,0.1863887186,-16304,9.9963212753,-874,20.4268292683,-335,53.2926829268,94,-5.7317073171,3,-0.0130434783,-43,-0.1869565217,141,-0.687804878
9777997,7128.90625,-2160,1.3243408952,-112,-0.0686695279,-15936,9.7706928265,-874,20.4268292683,-335,53.2926829268,94,-5.7317073171,-3,0.0130434783,-41,-0.1782608696,140,-0.6829268293
9778637,7148.4375,368,-0.2256284488,-352,-0.2158185162,-15632,9.5843041079,-278,8.7195121951,-143,16.9512195122,-75,4.5731707317,2,-0.0086956522,-43,-0.1869565217,142,-0.6926829268
9779277,7167.96875,-3248,1.991416309,-1392,-0.8534641324,-16848,10.3298589822,-278,8.7195121951,-143,16.9512195122,-75,4.5731707317,0,0,-39,-0.1695652174,140,-0.6829268293
9779917,7187.5,-3712,2.2759043532,-528,-0.3237277744,-17024,10.4377682403,367,-2.1341463415,35,-22.3780487805,16,-0.9756097561,3,-0.0130434783,-41,-0.1782608696,141,-0.687804878
9780557,7207.03125,-3168,1.9423666462,-304,-0.1863887186,-16848,10.3298589822,110,1.8292682927,-30,-6.7073170732,-13,0.7926829268,3,-0.0130434783,-42,-0.1826086957,141,-0.687804878
9781197,7226.5625,-3504,2.1483752299,-352,-0.2158185162,-17024,10.4377682403,110,1.8292682927,-30,-6.7073170732,-13,0.7926829268,1,-0.0043478261,-45,-0.1956521739,142,-0.6926829268
9781837,7246.09375,-3200,1.9619865113,-240,-0.1471489884,-16768,10.2808093194,-69,5.4268292683,-89,4.2073170732,-11,0.6707317073,0,0,-41,-0.1782608696,141,-0.687804878
9782477,7265.625,-2864,1.7559779277,-208,-0.1275291232,-16528,10.1336603311,-61,6.5853658537,-108,3.7195121951,-9,0.5487804878,2,-0.0086956522,-39,-0.1695652174,142,-0.6926829268
9783117,7285.15625,-2656,1.6284488044,-256,-0.1569589209,-16288,9.9865113427,-61,6.5853658537,-108,3.7195121951,-9,0.5487804878,1,-0.0043478261,-40,-0.1739130435,140,-0.6829268293
9783757,7304.6875,-2720,1.6676885346,-192,-0.1177191907,-16096,9.8687921521,42,6.8292682927,-112,-2.5609756098,-14,0.8536585366,2,-0.0086956522,-41,-0.1782608696,141,-0.687804878
9784397,7324.21875,-2992,1.8344573881,-160,-0.0980993256,-16032,9.8295524218,42,6.8292682927,-112,-2.5609756098,-14,0.8536585366,2,-0.0086956522,-39,-0.1695652174,142,-0.6926829268
9785037,7343.75,-3184,1.9521765788,-16,-0.0098099326,-15760,9.6627835684,49,7.3780487805,-121,-2.987804878,-14,0.8536585366,3,-0.0130434783,-45,-0.1956521739,140,-0.6829268293
9785677,7363.28125,-3184,1.9521765788,80,0.0490496628,-15632,9.5843041079,-29,7.1951219512,-118,1.7682926829,-15,0.9146341463,2,-0.0086956522,-45,-0.1956521739,142,-0.6926829268
9786317,7382.8125,-2944,1.8050275904,32,0.0196198651,-15616,9.5744941754,-29,7.1951219512,-118,1.7682926829,-15,0.9146341463,-1,0.0043478261,-39,-0.1695652174,140,-0.6829268293
9786957,7402.34375,-2960,1.814837523,64,0.0392397302,-15568,9.5450643777,-13,6.4024390244,-105,0.7926829268,-13,0.7926829268,0,0,-40,-0.1739130435,141,-0.687804878
